start something,[-1.26653782]
tree frog,[-0.09410061]
around bad,[-0.09405149]
into running,[-0.09405149]
knees,[-0.09405149]
knees end,[-0.09405149]
running around,[-0.09405149]
the knees,[-0.09405149]
am bald,[-0.09404817]
bald,[-0.09404817]
bald end,[-0.09404817]
interest,[-0.0940122]
public school,[-0.09391803]
school syst,[-0.09391803]
seriously,[-0.09391803]
seriously wrong,[-0.09391803]
something seriously,[-0.09391803]
syst,[-0.09391803]
with our,[-0.09391803]
continueh,[-0.09390716]
continueh end,[-0.09390716]
please continueh,[-0.09390716]
toaster,[-0.09387904]
to communicate,[-0.09383424]
to,[-0.093737]
second,[-0.09373307]
cannot list,[-0.09371658]
list them,[-0.09371658]
blinds,[-0.09371264]
blinds make,[-0.09371264]
interesting shadows,[-0.09371264]
make interesting,[-0.09371264]
shadows,[-0.09371264]
shadows end,[-0.09371264]
start venetian,[-0.09371264]
venetian,[-0.09371264]
venetian blinds,[-0.09371264]
alone end,[-0.09369131]
bread alone,[-0.09369131]
by bread,[-0.09369131]
live by,[-0.09369131]
man doesn,[-0.09369131]
as hech,[-0.09368659]
hech,[-0.09368659]
hech am,[-0.09368659]
sure as,[-0.09368659]
uh huh,[-0.09367723]
do what,[-0.09364049]
month,[-0.09362034]
all what,[-0.09358853]
a 10,[-0.09358427]
a competition,[-0.09351218]
competition if,[-0.09351218]
i name,[-0.09351218]
to na,[-0.09351218]
you try,[-0.09351218]
birthday end,[-0.09351146]
my birthday,[-0.09351146]
hiya,[-0.09346688]
start hiya,[-0.09346688]
make sense,[-0.0934622]
cares anyway,[-0.09344377]
do fools,[-0.09344377]
fall in,[-0.09344377]
fools,[-0.09344377]
fools fall,[-0.09344377]
love who,[-0.09344377]
a swimmer,[-0.09339788]
surf but,[-0.09339788]
swimmer,[-0.09339788]
swimmer end,[-0.09339788]
to surf,[-0.09339788]
ill end,[-0.09336924]
not ill,[-0.09336924]
t recall,[-0.09336173]
of end,[-0.09331562]
of them,[-0.09328358]
an end,[-0.09320219]
converstation,[-0.09320219]
converstation is,[-0.09320219]
our converstation,[-0.09320219]
to an,[-0.09320219]
sex i,[-0.09318731]
hard end,[-0.09318026]
reading,[-0.0931674]
one proper,[-0.09312879]
there only,[-0.09312879]
of opposite,[-0.09312171]
opposite end,[-0.09312171]
opposite of,[-0.09312171]
start opposite,[-0.09312171]
groannnnnn,[-0.09311904]
start groannnnnn,[-0.09311904]
brain damage,[-0.0930549]
damage,[-0.0930549]
damage end,[-0.0930549]
have brain,[-0.0930549]
1972,[-0.09303071]
1972 end,[-0.09303071]
22nd,[-0.09303071]
22nd january,[-0.09303071]
born on,[-0.09303071]
january 1972,[-0.09303071]
start born,[-0.09303071]
the 22nd,[-0.09303071]
hello judge01,[-0.093017]
listen i,[-0.09300838]
all men,[-0.09299092]
die equal,[-0.09299092]
equal,[-0.09299092]
equal end,[-0.09299092]
mean all,[-0.09299092]
men will,[-0.09299092]
not mean,[-0.09299092]
anton,[-0.0929832]
anton what,[-0.0929832]
happening,[-0.0929832]
happening end,[-0.0929832]
hello anton,[-0.0929832]
s happening,[-0.0929832]
favourite hobby,[-0.09297105]
hobby is,[-0.09297105]
is playing,[-0.09297105]
playing games,[-0.09297105]
start man,[-0.0929238]
glitterati are,[-0.09290672]
just silly,[-0.09290672]
silly things,[-0.09290672]
start glitterati,[-0.09290672]
to care,[-0.09290672]
change from,[-0.09288369]
clothes isn,[-0.09288369]
everyday clothes,[-0.09288369]
from everyday,[-0.09288369]
s such,[-0.09288369]
is there,[-0.09286442]
i actually,[-0.09281967]
might consider,[-0.09279679]
people might,[-0.09279679]
are overrated,[-0.09275579]
cheap to,[-0.09275579]
makeas,[-0.09275579]
overrated it,[-0.09275579]
reasons are,[-0.09275579]
super cheap,[-0.09275579]
to makeas,[-0.09275579]
was super,[-0.09275579]
why reasons,[-0.09275579]
ceo,[-0.0927457]
ceo end,[-0.0927457]
know ceo,[-0.0927457]
and water,[-0.09274126]
ans,[-0.09274126]
ans lemon,[-0.09274126]
jui,[-0.09274126]
lemon,[-0.09274126]
lemon or,[-0.09274126]
lime,[-0.09274126]
lime jui,[-0.09274126]
liquor,[-0.09274126]
liquor and,[-0.09274126]
or lime,[-0.09274126]
sling liquor,[-0.09274126]
start sling,[-0.09274126]
sugar,[-0.09274126]
sugar ans,[-0.09274126]
water with,[-0.09274126]
with sugar,[-0.09274126]
bridge when,[-0.09270431]
burn that,[-0.09270431]
fascinating i,[-0.09270431]
ll burn,[-0.09270431]
that bridge,[-0.09270431]
good reasoning,[-0.09269982]
it refer,[-0.09269982]
reasoning what,[-0.09269982]
american i,[-0.09269388]
be because,[-0.09269388]
t s,[-0.09269388]
think if,[-0.09269388]
were american,[-0.09269388]
a fetal,[-0.09267549]
died t,[-0.09267549]
fetal,[-0.09267549]
fetal pig,[-0.09267549]
later it,[-0.09267549]
once upon,[-0.09267549]
pig later,[-0.09267549]
time there,[-0.09267549]
upon,[-0.09267549]
upon a,[-0.09267549]
and shorter,[-0.09262784]
autumn,[-0.09262784]
autumn brings,[-0.09262784]
brings cool,[-0.09262784]
cool weather,[-0.09262784]
shorter days,[-0.09262784]
start autumn,[-0.09262784]
weather and,[-0.09262784]
glad i,[-0.09261301]
hell i,[-0.09261301]
is hell,[-0.09261301]
good lady,[-0.09260937]
lady end,[-0.09260937]
my good,[-0.09260937]
being filled,[-0.09259622]
fatted,[-0.09259622]
filled,[-0.09259622]
filled but,[-0.09259622]
had of,[-0.09259622]
have often,[-0.09259622]
not fatted,[-0.09259622]
often had,[-0.09259622]
sense you,[-0.09259622]
start sense,[-0.09259622]
like the,[-0.09259053]
agr,[-0.0925794]
always make,[-0.0925794]
i agr,[-0.0925794]
s strange,[-0.0925794]
strange because,[-0.0925794]
well s,[-0.0925794]
belt,[-0.09253986]
are pure,[-0.09253548]
illusion,[-0.09253548]
illusion they,[-0.09253548]
most trash,[-0.09253548]
programs are,[-0.09253548]
pure,[-0.09253548]
pure illusion,[-0.09253548]
recyling,[-0.09253548]
recyling programs,[-0.09253548]
tak,[-0.09253548]
they tak,[-0.09253548]
trash recyling,[-0.09253548]
start joke,[-0.09246266]
were you,[-0.09245203]
conservative party,[-0.09238597]
most conservative,[-0.09238597]
party end,[-0.09238597]
republicans,[-0.09238597]
republicans are,[-0.09238597]
start republicans,[-0.09238597]
countries still,[-0.09233363]
horribly,[-0.09233363]
horribly end,[-0.09233363]
many countries,[-0.09233363]
still treat,[-0.09233363]
treat women,[-0.09233363]
women horribly,[-0.09233363]
can onl,[-0.09232416]
one it,[-0.09232416]
onl,[-0.09232416]
rubbish whe,[-0.09232416]
s rubbish,[-0.09232416]
we live,[-0.09232416]
whe we,[-0.09232416]
and family,[-0.09229501]
family constantly,[-0.09229501]
friends and,[-0.09229501]
in touch,[-0.09229501]
touch with,[-0.09229501]
like them,[-0.09226891]
been there,[-0.09221605]
kind would,[-0.09221283]
recommend end,[-0.09221283]
thsnks,[-0.0922072]
thsnks for,[-0.0922072]
s good,[-0.09217708]
ayuh no,[-0.09217603]
nope end,[-0.09217518]
make an,[-0.09215613]
begin end,[-0.09214783]
dairy products,[-0.09198126]
favorite foods,[-0.09198126]
foods,[-0.09198126]
foods ice,[-0.09198126]
from dairy,[-0.09198126]
ice cr,[-0.09198126]
products,[-0.09198126]
products are,[-0.09198126]
things from,[-0.09198126]
rather talk,[-0.09192079]
s always,[-0.09189299]
enjoy working,[-0.09187263]
working with,[-0.09187263]
learn and,[-0.09182905]
start drink,[-0.09175008]
start time,[-0.09173471]
english weather,[-0.09171426]
very warm,[-0.09171426]
warm at,[-0.09171426]
am too,[-0.09167791]
many weirdos,[-0.09167791]
weirdos,[-0.09167791]
aforementioned location,[-0.09160642]
location,[-0.09160642]
location relevant,[-0.09160642]
relevant end,[-0.09160642]
aye aye,[-0.09157427]
aye sir,[-0.09157427]
sir end,[-0.09157427]
the conversation,[-0.09154966]
computer or,[-0.09152599]
describe the,[-0.09149561]
am mortal,[-0.09144287]
and will,[-0.09144287]
die someday,[-0.09144287]
mortal,[-0.09144287]
mortal like,[-0.09144287]
other human,[-0.09144287]
someday,[-0.09144287]
dentistry,[-0.09143094]
dentistry has,[-0.09143094]
evolved,[-0.09143094]
evolved from,[-0.09143094]
from unregulated,[-0.09143094]
has evolved,[-0.09143094]
of dentistry,[-0.09143094]
practise,[-0.09143094]
practise of,[-0.09143094]
the practise,[-0.09143094]
unregulated,[-0.09143094]
unregulated s,[-0.09143094]
walks into,[-0.09127036]
does ok,[-0.09122732]
is mike,[-0.09121304]
mike and,[-0.09121304]
like trouble,[-0.0911823]
trouble end,[-0.0911823]
get a,[-0.09114665]
is oft,[-0.09108059]
oft,[-0.09108059]
outside this,[-0.09108059]
weather outside,[-0.09108059]
that in,[-0.0910347]
im a,[-0.09101322]
think im,[-0.09101322]
from brooklyn,[-0.09094932]
that from,[-0.09094932]
deductive deductive,[-0.09094926]
deductive reasoning,[-0.09094926]
help deductive,[-0.09094926]
reveal that,[-0.09094408]
t reveal,[-0.09094408]
featured the,[-0.09094031]
first televised,[-0.09094031]
interacial,[-0.09094031]
interacial kiss,[-0.09094031]
kiss i,[-0.09094031]
start star,[-0.09094031]
televised,[-0.09094031]
televised interacial,[-0.09094031]
trek featured,[-0.09094031]
am glad,[-0.09091888]
so nice,[-0.09091888]
summer was,[-0.09091888]
the summer,[-0.09091888]
yeah the,[-0.09090283]
teacher,[-0.09086608]
want most,[-0.09086245]
debt end,[-0.09080037]
gnp,[-0.09080037]
gnp is,[-0.09080037]
interest on,[-0.09080037]
is spent,[-0.09080037]
on interest,[-0.09080037]
spent on,[-0.09080037]
the gnp,[-0.09080037]
perhaps ok,[-0.0907846]
accessories and,[-0.09075382]
and clothes,[-0.09075382]
cha,[-0.09075382]
clothes but,[-0.09075382]
of accessories,[-0.09075382]
style cha,[-0.09075382]
create,[-0.09074414]
yes goodbye,[-0.09073691]
yeah you,[-0.09072929]
of personal,[-0.09072193]
consider you,[-0.09071394]
now consider,[-0.09071394]
you boring,[-0.09071394]
cave tism,[-0.09064595]
nick cave,[-0.09064595]
start might,[-0.09064595]
tism,[-0.09064595]
tism and,[-0.09064595]
destroy,[-0.0906212]
destroy the,[-0.0906212]
should destroy,[-0.0906212]
hello judge04,[-0.09061116]
start sure,[-0.09060299]
you never,[-0.09059369]
calle,[-0.09058752]
place calle,[-0.09058752]
karate late,[-0.09055403]
admit that,[-0.09054649]
already the,[-0.09053753]
been elected,[-0.09053753]
elected,[-0.09053753]
elected already,[-0.09053753]
electio,[-0.09053753]
next electio,[-0.09053753]
president has,[-0.09053753]
development,[-0.09053121]
not you,[-0.09052375]
anything about,[-0.09043559]
australia and,[-0.09039817]
most vibrant,[-0.09039817]
settlement,[-0.09039817]
settlement in,[-0.09039817]
start settlement,[-0.09039817]
vibrant,[-0.09039817]
vibrant and,[-0.09039817]
am learning,[-0.09035971]
learning english,[-0.09035971]
for letting,[-0.0903456]
in teh,[-0.0903456]
letting,[-0.0903456]
midwest,[-0.0903456]
midwest thanks,[-0.0903456]
teh midwest,[-0.0903456]
you grew,[-0.0903456]
and its,[-0.09034413]
and pieces,[-0.09034413]
coconut milk,[-0.09034413]
cream oil,[-0.09034413]
its cream,[-0.09034413]
like coconut,[-0.09034413]
oil,[-0.09034413]
oil and,[-0.09034413]
pieces,[-0.09034413]
my hugh,[-0.09033626]
already tiold,[-0.09030918]
tiold,[-0.09030918]
tiold you,[-0.09030918]
i honestly,[-0.09027392]
day were,[-0.0902358]
what day,[-0.0902358]
you born,[-0.0902358]
you jon,[-0.09022421]
from perth,[-0.09015838]
in western,[-0.09015838]
perth which,[-0.09015838]
care to,[-0.09015711]
art regarding,[-0.09015604]
cupcakes,[-0.09015604]
cupcakes end,[-0.09015604]
regarding,[-0.09015604]
regarding cupcakes,[-0.09015604]
the state,[-0.09015604]
a cell,[-0.09015476]
of suoposed,[-0.0901079]
suoposed,[-0.0901079]
suoposed friends,[-0.0901079]
as if,[-0.09008302]
don slepian,[-0.09008302]
heh,[-0.09008302]
heh as,[-0.09008302]
i listened,[-0.09008302]
idea s,[-0.09008302]
listened,[-0.09008302]
listened to,[-0.09008302]
slepian,[-0.09008302]
slepian the,[-0.09008302]
start heh,[-0.09008302]
to don,[-0.09008302]
too ab,[-0.09008302]
are there,[-0.09005593]
hiccups,[-0.09003925]
hiccups end,[-0.09003925]
the hiccups,[-0.09003925]
maybe 5,[-0.09003463]
changed the,[-0.08999938]
subject again,[-0.08999938]
you changed,[-0.08999938]
be something,[-0.08996944]
a questioning,[-0.08995714]
questioning spirit,[-0.08995714]
spirit end,[-0.08995714]
funerals end,[-0.08995685]
anything with,[-0.08995269]
break anything,[-0.08995269]
clim,[-0.08995269]
lucky i,[-0.08995269]
t break,[-0.08995269]
the clim,[-0.08995269]
was lucky,[-0.08995269]
with all,[-0.08995269]
and th,[-0.08994279]
are are,[-0.08994279]
are fragmented,[-0.08994279]
because some,[-0.08994279]
fragmented,[-0.08994279]
fragmented and,[-0.08994279]
be dropped,[-0.08986055]
comedy sports,[-0.08986055]
dropped in,[-0.08986055]
had my,[-0.08986055]
sports would,[-0.08986055]
way comedy,[-0.08986055]
comment end,[-0.08983768]
my comment,[-0.08983768]
response to,[-0.08983768]
south end,[-0.08983083]
southern,[-0.08983083]
southern ocean,[-0.08983083]
start southern,[-0.08983083]
the south,[-0.08983083]
to sing,[-0.08981534]
discus,[-0.08975537]
just let,[-0.08975537]
lead the,[-0.08975537]
let you,[-0.08975537]
ll just,[-0.08975537]
on second,[-0.08975537]
second thought,[-0.08975537]
the discus,[-0.08975537]
you lead,[-0.08975537]
deep sea,[-0.08971526]
diving i,[-0.08971526]
sea diving,[-0.08971526]
with deep,[-0.08971526]
and tired,[-0.08969801]
decent,[-0.08969801]
decent people,[-0.08969801]
m sick,[-0.08969801]
of ordinary,[-0.08969801]
ordinary,[-0.08969801]
ordinary decent,[-0.08969801]
people telling,[-0.08969801]
sick and,[-0.08969801]
i won,[-0.08962387]
always look,[-0.08960441]
bright side,[-0.08960441]
look on,[-0.08960441]
the bright,[-0.08960441]
a lonely,[-0.08960396]
it normal,[-0.08960396]
lonely,[-0.08960396]
lonely guy,[-0.08960396]
normal to,[-0.08960396]
any equipment,[-0.08956046]
equipment in,[-0.08956046]
use any,[-0.08956046]
workout,[-0.08956046]
workout end,[-0.08956046]
your workout,[-0.08956046]
into team,[-0.08954234]
start im,[-0.08954234]
nicest of,[-0.08951808]
and blue,[-0.08950511]
are patriotic,[-0.08950511]
blue are,[-0.08950511]
colors of,[-0.08950511]
flag,[-0.08950511]
flag e,[-0.08950511]
patriotic,[-0.08950511]
patriotic colors,[-0.08950511]
red white,[-0.08950511]
the flag,[-0.08950511]
white and,[-0.08950511]
a wife,[-0.0895013]
implies,[-0.0895013]
implies that,[-0.0895013]
someplace,[-0.0895013]
someplace else,[-0.0895013]
start implies,[-0.0895013]
there may,[-0.0895013]
wife someplace,[-0.0895013]
course aren,[-0.08948828]
start you,[-0.08948094]
by like,[-0.0894546]
go by,[-0.0894546]
hours go,[-0.0894546]
like minutes,[-0.0894546]
minutes when,[-0.0894546]
start hours,[-0.0894546]
talking end,[-0.0894546]
hear very,[-0.08940388]
focus,[-0.08939957]
a secluded,[-0.08938951]
rest home,[-0.08938951]
secluded,[-0.08938951]
secluded rest,[-0.08938951]
affect,[-0.08936902]
affect me,[-0.08936902]
another end,[-0.08936902]
not affect,[-0.08936902]
or another,[-0.08936902]
way or,[-0.08936902]
t have,[-0.08936345]
a relationship,[-0.08927036]
has ruined,[-0.08927036]
many a,[-0.08927036]
papering has,[-0.08927036]
relationship end,[-0.08927036]
ruined many,[-0.08927036]
high school,[-0.08925757]
favorite movie,[-0.0890955]
is full,[-0.08899285]
aocial,[-0.08898016]
aocial network,[-0.08898016]
move the,[-0.08898016]
network end,[-0.08898016]
the aocial,[-0.08898016]
the move,[-0.08898016]
s simple,[-0.08894385]
body en,[-0.08892281]
be bothered,[-0.08890525]
bothered right,[-0.08890525]
things but,[-0.08890525]
not remind,[-0.08888692]
remind,[-0.08888692]
remind me,[-0.08888692]
this did,[-0.08888692]
place i,[-0.08880959]
seen any,[-0.08878576]
holding,[-0.08876962]
like holding,[-0.08876962]
bad guys,[-0.08874716]
caught it,[-0.08874716]
everyone likes,[-0.08874716]
get caught,[-0.08874716]
guys get,[-0.08874716]
likes to,[-0.08874716]
but goes,[-0.08866643]
depths,[-0.08866643]
down into,[-0.08866643]
film producer,[-0.08866643]
goes down,[-0.08866643]
level as,[-0.08866643]
producer but,[-0.08866643]
the depths,[-0.08866643]
bar with,[-0.08863817]
dog limps,[-0.08863817]
favorite joke,[-0.08863817]
joke a,[-0.08863817]
limps,[-0.08863817]
limps into,[-0.08863817]
who s,[-0.08863682]
dog before,[-0.08863002]
eaten a,[-0.08863002]
value,[-0.08860684]
going i,[-0.08859934]
answer that,[-0.08856904]
anything else,[-0.08849444]
read for,[-0.08849439]
always be,[-0.08844862]
there will,[-0.08844862]
will always,[-0.08844862]
dollar end,[-0.08844195]
fuck,[-0.08837631]
fuck i,[-0.08837631]
spell fuck,[-0.08837631]
michael douglas,[-0.08836719]
me are,[-0.0883369]
really talking,[-0.0883369]
yea i,[-0.08832753]
know alan,[-0.08831881]
asking about,[-0.08826415]
creation,[-0.08826415]
creation myth,[-0.08826415]
god creation,[-0.08826415]
myth,[-0.08826415]
myth or,[-0.08826415]
some god,[-0.08826415]
or just,[-0.08826169]
lincoln,[-0.0882578]
about president,[-0.08825184]
not everyone,[-0.08825157]
botmaster knows,[-0.08824298]
knows the,[-0.08824298]
maybe my,[-0.08824298]
high score,[-0.08809885]
about talking,[-0.08806925]
good health,[-0.08789748]
health will,[-0.08789748]
remain with,[-0.08789748]
usual good,[-0.08789748]
you but,[-0.08789748]
your usual,[-0.08789748]
train the,[-0.08788588]
about name,[-0.08787723]
me angry,[-0.08786493]
are nothing,[-0.08775986]
use it,[-0.08774793]
s just,[-0.0877135]
a side,[-0.08757177]
chicken fish,[-0.08757177]
eat chicken,[-0.08757177]
fish salad,[-0.08757177]
fried,[-0.08757177]
fried poop,[-0.08757177]
of fried,[-0.08757177]
order of,[-0.08757177]
poop,[-0.08757177]
salad,[-0.08757177]
salad and,[-0.08757177]
side order,[-0.08757177]
start eat,[-0.08757177]
bread end,[-0.0875574]
eating bread,[-0.0875574]
find eating,[-0.0875574]
good to,[-0.08753517]
look at,[-0.08747219]
weren,[-0.08744987]
weren t,[-0.08744987]
a term,[-0.08743663]
all americans,[-0.08743663]
americans,[-0.08743663]
americans yanks,[-0.08743663]
australia we,[-0.08743663]
call all,[-0.08743663]
term,[-0.08743663]
term o,[-0.08743663]
we call,[-0.08743663]
yanks,[-0.08743663]
